Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Fed Aviation Admin","04-9316","Court Of Federal Claims","","154-04-9316","","201005022","105752010","08/26/2010","14516.32","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","14516.32","N",
"Fed Aviation Admin","04-93","Court Of Federal Claims","","154-04-93","","201005023","105692010","08/26/2010","8284.86","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","8284.86","N",
"Department of Energy","04-71","Court Of Federal Claims","","154-04-71","","201005399","107772010","09/02/2010","20906013.07","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","20906013.07","N",
"Immigration & Nat","06-103","Court Of Federal Claims","","154-06-103","","201005422","111412010","09/17/2010","5141.62","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","5141.62","N",
"Immigration & Nat","06-103","Court Of Federal Claims","","154-06-103","","201005422","111432010","09/28/2010","703.28","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","703.28","N",
"Immigration & Nat","06-103","Court Of Federal Claims","","154-06-103","","201005422","111452010","09/28/2010","264.78","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","264.78","N",
"Department of Commerce; Department of Transportation","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201005428","111532010","09/17/2010","730734.12","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","730734.12","N",
"Department of Commerce; Department of Transportation","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201005428","111552010","09/28/2010","71180.58","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","71180.58","N",
"Department of Commerce; Department of Transportation","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201005428","111572010","09/28/2010","13411.30","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","13411.30","N",
"Department of Commerce; Department of Transportation","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201005428","111592010","09/28/2010","3887.45","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","3887.45","N",
"Department of Commerce; Department of Transportation","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201005428","111612010","09/28/2010","910.84","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","910.84","N",
"Department of Veterans Affairs","04-710","Court Of Federal Claims","","154-04-710","","201005528","112702010","09/22/2010","850000.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","212500.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","9038.08","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","1071538.08","N",
"Department of Agriculture","06-397","Court Of Federal Claims","","154-06-397","","201005531","115352010","09/29/2010","3500000.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","3500000.00","N",
"Department of Energy","03-2832","Court Of Federal Claims","","154-03-2832","","201005533","115212010","09/29/2010","30222146.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","30222146.00","N",
"Immigration & Custom","09-429","Court Of Federal Claims","","154-09-429","","201005534","115132010","09/29/2010","5260905.98","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","5260905.98","N",
"Immigration & Custom","09-429","Court Of Federal Claims","","154-09-429","","201005534","115152010","09/28/2010","1407368.73","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","1407368.73","N",
"Immigration & Custom","09-429","Court Of Federal Claims","","154-09-429","","201005534","115172010","09/28/2010","329751.02","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","329751.02","N",
"General Services Administration","05-653","Court Of Federal Claims","","154-08-653","","201005572","112462010","09/23/2010","1234350.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","1234350.00","Y",
"General Services Administration","08-514","Court Of Federal Claims","","154-08-514","","201005612","113862010","09/28/2010","286843.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","286843.00","Y",
"Fed RR Admin","08-79","Court Of Federal Claims","","154-08-79","","201005613","113902010","09/28/2010","632800.79","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","632800.79","Y",
"Department of Energy","98-483","Court Of Federal Claims","","154-98-483","","201005714","115332010","09/29/2010","29926347.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","29926347.00","N",
"Department of State","163-1-55","Foreign Courts","","DJ163-1-55","","201000875","016772010","12/03/2009","37969.55","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","37969.55","N",
"Department of the Army","163-42-1818","Foreign Courts","","163-42-1818","","201001108","021392010","02/02/2010","4417.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","4169.70","N",
"Department of the Army","163-42-1659","Foreign Courts","","163-42-1659","","201001109","021532010","02/02/2010","19305.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","18119.90","N",
"Department of the Army","163-42-1751","Foreign Courts","","163-42-1751","","201001111","021492010","02/02/2010","740.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","694.95","N",
"Department of the Army","163-42-1751","Foreign Courts","","163-42-1751","","201001111","021512010","02/02/2010","10350.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9721.49","N",
"Department of the Army","","Foreign Courts","","DJ #163-25-317","","201001888","036302010","03/15/2010","39021.62","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","39254.02","N",
"Department of the Army","","Foreign Courts","","SA - DJ#163-42-1805","","201003349","066782010","05/18/2010","21537.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","18448.50","N",
"Department of the Air Force","","Foreign Courts","","SA - DJ 163-42-1820","","201004034","078052010","06/23/2010","0.00","","","0.00","","","8003.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","8003.00","N",
"Department of the Air Force","","Foreign Courts","","SA - DJ 163-42-1820","","201004034","078072010","06/21/2010","0.00","","","6721.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","6215.00","N",
"Department of the Air Force","","Foreign Courts","","SA - DJ 163-42-1820","","201004034","078092010","06/23/2010","29215.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","32002.60","N",
"Department of the Air Force","","Foreign Courts","","SA - DJ 163-42-1796","","201004045","080782010","06/23/2010","21537.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","30162.45","N",
"Department of the Air Force","","Foreign Courts","","SA - DJ 163-42-1796","","201004045","080802010","06/23/2010","0.00","","","6721.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","6721.00","N",
"Department of the Air Force","","Foreign Courts","","SA - DJ 163-42-1796","","201004045","080822010","06/23/2010","0.00","","","0.00","","","6023.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","6023.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ 163-42-1732","","201004101","081122010","07/02/2010","0.00","","","0.00","","","1798.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","1798.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ 163-42-1732","","201004101","081142010","07/02/2010","6182.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","8102.50","N",
"Department of the Army","","Foreign Courts","","SA - DJ#163-42-1810","","201004727","094722010","07/26/2010","6800.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","6451.00","N",
"Department of the Army","","Foreign Courts","","Intentionally Blank","","201004789","096172010","08/02/2010","5000.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","5238.40","N",
"Department of the Army","","Foreign Courts","","SA - DJ#163-42-1819","","201005133","100972010","09/14/2010","12573.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","12710.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1824","","201005196","103892010","09/15/2010","9503.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9503.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1824","","201005196","103912010","09/15/2010","8724.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","8724.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1824","","201005196","103932010","09/15/2010","6322.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","6322.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1823","","201005197","103612010","09/20/2010","9868.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","26317.33","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1823","","201005197","103632010","09/20/2010","9153.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9153.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1823","","201005197","103652010","09/20/2010","6322.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","6322.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1816","","201005216","106232010","09/20/2010","15333.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","37090.38","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1816","","201005216","106252010","09/20/2010","14120.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","14120.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1816","","201005216","106272010","09/20/2010","6322.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","6322.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1817","","201005224","104592010","09/16/2010","6322.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","25724.76","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1817","","201005224","104612010","09/16/2010","8278.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","8278.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1817","","201005224","104632010","09/16/2010","10449.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","10449.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1811","","201005236","105052010","09/17/2010","9888.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","26021.27","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1811","","201005236","105072010","09/17/2010","9168.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9168.00","N",
"Department of Navy","","Foreign Courts","","SA - DJ#163-42-1811","","201005236","105092010","09/17/2010","6322.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","6322.00","N",
