Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Drug Enforcement Adm","154-07-886","Court Of Federal Claims","","154-07-886","","200903046","048412009","04/14/2009","5068.32","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","5068.32","N",
"Drug Enforcement Adm","154-07-886","Court Of Federal Claims","","154-07-886","","200903046","048422009","04/14/2009","1187.53","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","1187.53","N",
"US Army Corps of Engineers","154-08-460","Court Of Federal Claims","","154-08-460","","200903048","048312009","04/14/2009","175000.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","175000.00","Y",
"Department of Housing and Urban Development","154-08-323","Court Of Federal Claims","","154-08-323","","200903049","048342009","04/13/2009","853995.00","28-USC-1491 Implied Contr","Breach of Implied Contract","0.00","","","0.00","","","0.00","","","853995.00","N",
"Department of Veterans Affairs","154-F08-532","Court Of Federal Claims","","154-F08-532","","200903050","050432009","04/24/2009","682500.00","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","682500.00","N",
"Alcohol Tobacco Fire","154-07-232","Court Of Federal Claims","","154-07-232","","200903051","049252009","04/17/2009","49800.01","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","49800.01","N",
"Alcohol Tobacco Fire","154-07-232","Court Of Federal Claims","","154-07-232","","200903051","049262009","04/17/2009","11526.95","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","11526.95","N",
"Alcohol Tobacco Fire","154-07-232","Court Of Federal Claims","","154-07-232","","200903051","049272009","04/17/2009","2700.80","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","2700.80","N",
"Drug Enforcement Adm","154-07-325","Court Of Federal Claims","","154-07-325","","200903055","049062009","04/16/2009","21614.09","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","21614.09","N",
"Drug Enforcement Adm","154-07-325","Court Of Federal Claims","","154-07-325","","200903055","049072009","04/16/2009","4969.99","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","4969.99","N",
"Drug Enforcement Adm","154-07-325","Court Of Federal Claims","","154-07-325","","200903055","049082009","04/16/2009","1164.48","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","1164.48","N",
"United States Information Agency","154-07-338","Court Of Federal Claims","","154-07-338","","200903258","051002009","05/01/2009","369420.61","29-USC-206(d) CT of F Cl ","Equal Pay Act/FLSA","0.00","","","0.00","","","0.00","","","369420.61","N",
"Department of Energy","Intentionally Blank","Court Of Federal Claims","","Intentionally Blank","","200903274","052322009","05/11/2009","90000000.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","90000000.00","N",
"Department of Navy","154-05-1121","Court Of Federal Claims","","154-05-1121","","200903328","058032009","06/09/2009","100000.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","100000.00","Y",
"Department of Agriculture","96-699","Court Of Federal Claims","","96-699","","200903355","051922009","05/07/2009","50178412.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","50178412.00","N",
"Drug Enforcement Adm","08-44","Court Of Federal Claims","","154-08-44","","200903356","057672009","06/04/2009","33030.77","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","33030.77","N",
"Drug Enforcement Adm","08-44","Court Of Federal Claims","","154-08-44","","200903356","057682009","06/08/2009","7625.87","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","7625.87","N",
"Drug Enforcement Adm","08-44","Court Of Federal Claims","","154-08-44","","200903356","057692009","06/08/2009","1786.76","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","1786.76","N",
"Department of Agriculture","08-693","Court Of Federal Claims","","154-08-693","","200903398","052612009","05/11/2009","25000.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Veterans Affairs","08-15","Court Of Federal Claims","","154-08-15","","200903411","052812009","05/08/2009","1000000.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","1000000.00","Y",
"US Army Corps of Engineers","08-488","Court Of Federal Claims","","154-08-488","","200903412","052282009","05/08/2009","745000.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","745000.00","Y",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903423","053932009","05/19/2009","33619065.60","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","33619065.60","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903423","067802009","07/29/2009","7990740.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","7990740.00","N",
"Natl Trans Safety Bd","06-748","Court Of Federal Claims","","154-06-748","","200903425","055812009","05/28/2009","450000.00","29-USC-206(d) CT of F Cl ","Equal Pay Act/FLSA","0.00","","","0.00","","","0.00","","","450000.00","Y",
"Natl Trans Safety Bd","06-748","Court Of Federal Claims","","154-06-748","","200903425","055822009","05/28/2009","250000.00","29-USC-206(d) CT of F Cl ","Equal Pay Act/FLSA","0.00","","","0.00","","","0.00","","","250000.00","Y",
"Department of Energy","98-485C","Court Of Federal Claims","","NOT PROVIDED","","200903435","052312009","05/11/2009","34259929.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","34259929.00","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903524","054562009","05/26/2009","99999999.90","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","99999999.90","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903525","054572009","05/26/2009","99999999.90","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","99999999.90","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903526","054602009","05/26/2009","99999999.90","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","99999999.90","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903527","054662009","05/26/2009","99999999.90","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","99999999.90","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903530","054472009","05/26/2009","89038852.41","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","89038852.41","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903532","053962009","05/19/2009","14991242.15","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","14991242.15","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903532","053972009","05/19/2009","3662416.51","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","3662416.51","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903532","053992009","05/19/2009","58527276.61","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","58527276.61","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903532","056462009","06/01/2009","18353819.77","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","18353819.77","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903533","053942009","05/19/2009","83085270.86","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","83085270.86","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903534","054012009","05/19/2009","22556217.37","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","22556217.37","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903534","054022009","05/19/2009","1496234.86","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","1496234.86","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903534","054032009","05/19/2009","74721004.09","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","74721004.09","N",
"Department of the Air Force","96-760","Court Of Federal Claims","","154-96-760","","200903540","055242009","05/26/2009","58500000.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","58500000.00","Y",
"Drug Enforcement Adm","07-790","Court Of Federal Claims","","154-07-790","","200903554","057932009","06/05/2009","19861.08","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","19861.08","N",
"Drug Enforcement Adm","07-790","Court Of Federal Claims","","154-07-790","","200903554","057942009","06/08/2009","4562.18","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","4562.18","N",
"Drug Enforcement Adm","07-790","Court Of Federal Claims","","154-07-790","","200903554","057952009","06/08/2009","1068.94","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","1068.94","N",
"Drug Enforcement Adm","07-626","Court Of Federal Claims","","154-07-626","","200903557","057282009","06/02/2009","46914.24","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","250.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","47164.24","N",
"Drug Enforcement Adm","07-626","Court Of Federal Claims","","154-07-626","","200903557","057292009","06/02/2009","10718.41","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","10718.41","N",
"Drug Enforcement Adm","07-626","Court Of Federal Claims","","154-07-626","","200903557","057302009","06/02/2009","2377.79","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","2377.79","N",
"Drug Enforcement Adm","07-299","Court Of Federal Claims","","154-07-299","","200903559","057232009","06/02/2009","43130.43","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","250.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","43380.43","N",
"Drug Enforcement Adm","07-299","Court Of Federal Claims","","154-07-299","","200903559","057242009","06/02/2009","11196.71","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","11196.71","N",
"Drug Enforcement Adm","07-299","Court Of Federal Claims","","154-07-299","","200903559","057252009","06/02/2009","2623.43","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","2623.43","N",
"Department of Justice","2008-3093","Court Of Federal Claims","","154-F08-158","","200903617","057962009","06/08/2009","0.00","","","76864.34","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","76864.34","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903631","054672009","05/26/2009","99999999.90","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","99999999.90","N",
"Department of the Interior","02-30","Court Of Federal Claims","","154-02-30","","200903632","054682009","05/26/2009","99999999.90","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","99999999.90","N",
"Department of Agriculture","05-776","Court Of Federal Claims","","154-05-776","","200903720","058052009","06/09/2009","325000.00","28-USC-2672 Prop-Seize   ","Federal Tort Claims Act/Admin/Prop-Seize","0.00","","","0.00","","","0.00","","","325000.00","N",
"Drug Enforcement Adm","07-284","Court Of Federal Claims","","154-07-284","","200903876","058422009","06/08/2009","127227.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","127227.00","N",
"Drug Enforcement Adm","07-284","Court Of Federal Claims","","154-07-284","","200903876","058432009","06/09/2009","29538.67","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","29538.67","N",
"Drug Enforcement Adm","07-284","Court Of Federal Claims","","154-07-284","","200903876","058442009","06/09/2009","6921.09","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","6921.09","N",
"Drug Enforcement Adm","08-539","Court Of Federal Claims","","154-08-539","","200903877","058392009","06/08/2009","74439.43","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","74439.43","N",
"Drug Enforcement Adm","08-539","Court Of Federal Claims","","154-08-539","","200903877","058402009","06/09/2009","17258.92","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","17258.92","N",
