Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"DHS - TSA  Trans. SEC. Admin.","04-370","Court Of Federal Claims","","154-04-370","","201102755","038132011","06/10/2011","6414038.82","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","6414038.82","N",
"Immigration & Custom","09-429","Court Of Federal Claims","","154-09-429","","201102816","031242011","05/03/2011","106249.99","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","106249.99","N",
"Immigration & Custom","09-429","Court Of Federal Claims","","154-09-429","","201102816","031252011","04/21/2011","1391281.64","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","1391281.64","N",
"Department of Housing and Urban Development","09-356","Court Of Federal Claims","","154-09-356","","201103015","031022011","05/03/2011","542000.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","542000.00","N",
"Natural Resource C","07-183","Court Of Federal Claims","","154-07-183","","201103016","031342011","05/04/2011","297383.01","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","63154.67","41-USC-601et seq         ","Contract Disputes Act","360537.68","Y",
"Department of the Air Force","04-1366","Court Of Federal Claims","","154-04-1366","","201103113","032012011","05/05/2011","1211754.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","1211754.00","N",
"Department of Energy","01-115","Court Of Federal Claims","","154-01-115","","201103384","036382011","06/03/2011","295131.01","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","295131.01","N",
"Internal Revenue Service/S&E","","Court Of Federal Claims","","154-2785/ CMN 2009103418","","201103402","036852011","06/13/2011","67500.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","67500.00","N",
"Natl Security Agency","08-190","Court Of Federal Claims","","154-08-190","","201103465","035112011","05/18/2011","375736.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","3026.48","41-USC-601et seq         ","Contract Disputes Act","378762.48","Y",
"Department of Housing and Urban Development","10-721","Court Of Federal Claims","","154-10-721","","201103466","041302011","07/07/2011","196259.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","196259.00","N",
"Department of Agriculture","05-400","Court Of Federal Claims","","154-05-400","","201103610","036882011","06/16/2011","250000.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","250000.00","N",
"Immigration & Custom","10-402","Court Of Federal Claims","","154-10-402","","201103629","044412011","07/12/2011","598106.75","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","598106.75","N",
"Immigration & Custom","10-402","Court Of Federal Claims","","154-10-402","","201103629","044422011","07/29/2011","147851.32","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","147851.32","N",
"Immigration & Custom","10-402","Court Of Federal Claims","","154-10-402","","201103629","044432011","08/12/2011","36902.53","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","36902.53","N",
"Department of the Air Force","98-943","Court Of Federal Claims","","154-98-943","","201103631","037112011","06/09/2011","306457.99","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","306457.99","N",
"Department of the Air Force","98-943","Court Of Federal Claims","","154-98-943","","201103631","037122011","06/06/2011","79035.64","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","79035.64","N",
"Natural Resource C","08-870","Court Of Federal Claims","","154-08-870","","201103632","037062011","06/09/2011","16300.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","16300.00","N",
"Department of Energy","04-101","Court Of Federal Claims","","154-04-101","","201103688","038422011","06/17/2011","1023930.31","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","1023930.31","N",
"Department of Energy","01-116","Court Of Federal Claims","","154-01-116","","201103689","038562011","06/17/2011","60572538.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","60572538.00","N",
"Department of Energy","04-70","Court Of Federal Claims","","154-04-70","","201103690","038572011","06/17/2011","55283623.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","55283623.00","N",
"Department of Agriculture; Department of Commerce","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201103731","046992011","07/27/2011","391377.23","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","391377.23","N",
"Department of Agriculture; Department of Commerce","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201103731","047002011","07/29/2011","13620.06","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","13620.06","N",
"Department of Agriculture; Department of Commerce","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201103731","047012011","07/22/2011","2510.71","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","2510.71","N",
"Department of Agriculture; Department of Commerce","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201103731","047022011","07/22/2011","54889.85","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","54889.85","N",
"Department of Agriculture; Department of Commerce","08-545","Court Of Federal Claims","","154-08-545; 154-08-545","","201103731","047032011","07/22/2011","10118.36","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","10118.36","N",
"US Army Corps of Engineers","04-1692","Court Of Federal Claims","","154-04-1692","","201103732","036742011","06/03/2011","9109916.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","9109916.00","Y",
"Department of Navy","05-1020","Court Of Federal Claims","","154-05-1020","","201103733","039112011","06/15/2011","3000000.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","3000000.00","N",
"Department of Veterans Affairs","09-38","Court Of Federal Claims","","154-09-38","","201103814","038052011","06/14/2011","200000.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","200000.00","Y",
"Office of the Secretary of Defense - Agencies","2010-3189","Court Of Federal Claims","","154-F10-412","","201103833","038872011","06/17/2011","42500.00","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","42500.00","N",
"Department of Housing and Urban Development","10-415C","Court Of Federal Claims","","154-10-415","","201103837","049512011","08/04/2011","174932.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","174932.00","N",
"Department of Housing and Urban Development","10-415C","Court Of Federal Claims","","154-10-415","","201103837","049522011","08/04/2011","85693.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","85693.00","N",
"Department of Housing and Urban Development","10-415C","Court Of Federal Claims","","154-10-415","","201103837","049532011","08/04/2011","130022.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","130022.00","N",
"Bur of Land Mgmt; Department of Commerce; Department of Education; Department of Energy; Department of Health and Human Services; Department of Navy; Department of State; Fed Aviation Admin; Fed Bureau of Invest; Federal Deposit Insurance Corp; Fish & Wildlife Svc; Food & Drug Adm; Forest Service; General Accounting Office; General Services Administration; Immigration & Nat; Marshals Service; National Aeronautics and Space Administration; Ofc of Inspct Gen-Ag; Off of the Inspector General; Office of Personnel Management; Railroad Retirement Board; Small Business Administration; Social Security Administration","90-162","Court Of Federal Claims","","154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162; 154-90-162","","201103930","051572011","08/16/2011","36724516.06","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","36724516.06","N",
"Department of Energy","98-485","Court Of Federal Claims","","154-98-485","","201103996","041372011","06/29/2011","11617051.53","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","11617051.53","N",
"Department of Navy","04-1335","Court Of Federal Claims","","154-04-1335","","201103998","040782011","06/24/2011","0.00","","","390000.00","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","390000.00","N",
"Farmers Home Admin","10-446","Court Of Federal Claims","","154-10-446","","201104158","041962011","07/08/2011","62000.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","62000.00","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","045912011","07/28/2011","54.54","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","54.54","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","045922011","07/28/2011","976.51","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","976.51","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","045942011","07/28/2011","572.65","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","572.65","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","045952011","07/28/2011","628.50","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","628.50","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","045962011","07/28/2011","356.20","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","356.20","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","045972011","07/28/2011","35.94","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","35.94","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","045982011","07/28/2011","233.53","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","233.53","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046002011","07/28/2011","37.74","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","37.74","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046012011","07/28/2011","324.60","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","324.60","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046022011","07/28/2011","232.67","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","232.67","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046032011","07/28/2011","152.38","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","152.38","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046042011","07/28/2011","94.14","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","94.14","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046052011","07/28/2011","785.30","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","785.30","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046062011","07/28/2011","906.64","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","906.64","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046072011","07/28/2011","1008.83","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","1008.83","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046082011","07/28/2011","290.57","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","290.57","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046092011","07/28/2011","81.62","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","81.62","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046102011","07/28/2011","130.02","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","130.02","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046112011","07/28/2011","171.31","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","171.31","N",
"Department of Navy","04-1334","Court Of Federal Claims","","Intentionally Blank","","201104219","046122011","07/28/2011","34.93","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","34.93","N",
